meaningful_word	convocation_no	parent_meaningful_word	cnt
заинтересованы	9		
чем-то	9	что-то	1.0
своем	9	свой	1.0
музыке	9		
политике	9		
искусстве	9		
отказались	9		
дополнительных	9	дополнительный	1.0
английскому	9		
программированию	9		
спросить	9	спросить	1.0
узнать	9	узнать	1.0
стороны	9		
помочь	9	помочь	10.0
суровые	9		
будни	9		
мех-мате	9		
судьба	9		
хотела	9	хотеть	4.0
членом	9	член	2.0
прежде	9	прежде	1.0
проживания	9	проживание	1.0
вечных	9		
охот	9		
чайники	9		
утюги	9		
режима	9		
душевых	9		
фдсах	9		
болезненные	9		
живущих	9		
общагах	9		
приоритетным	9		
направлением	9		
проблема	9		
туалетов	9		
главном	9		
здании	9		
вызывают	9		
отвращение	9		
всякого	9		
нормального	9		
позорят	9		
университет	9		
глазах	9		
зарубежных	9		
ученых	9		
чрезвычайно	9		
качеством	9		
образования	9	образование	1.0
поскольку	9		
самое	9	самый	1.0
качество	9		
терзает	9		
первый	9	первый	3.0
множество	9	множество	1.0
предложений	9	предложение	1.0
которая	9	который	1.0
последнее	9		
встречает	9		
слабую	9		
поддержку	9	поддержка	2.0
финансовых	9		
вопросах	9		
известный	9		
твердыми	9		
принципами	9		
основанными	9		
идеях	9		
справедливости	9		
демократии	9		
любому	9		
желающему	9		
интересы	9	интерес	2.0
столь	9		
разностороннего	9		
находить	9		
компромиссы	9		
продуктивного	9		
общения	9		
важно	9	важно	1.0
признавать	9		
ошибки	9		
готова	9		
быть	9	быть	6.0
выразителем	9		
настроений	9		
чаяний	9		
наше	9		
будущее	9		
руках	9		
краткий	9		
внеурочной	9		
данный	9		
момент	9		
существует	9	существовать	1.0
организаций	9		
старый	9		
студкомиссия	9		
организуют	9	организовать	1.0
досуг	9	досуг	1.0
объединить	9		
усилия	9		
наши	9		
намного	9	намного	1.0
лучше	9	хороший	4.0
интересней	9		
широких	9		
масс	9		
электронной	9		
библиотеке	9	библиотека	2.0
мммф	9		
посещаю	9		
связи	9	связь	3.0
чем	9		
проблемами	9		
спешных	9		
декабрьских	9		
прошёл	9		
новый	9	новый	2.0
кандидат	9	кандидат	1.0
второго	9	второй	2.0
выбраться	9		
учебная	9		
часть	9		
срезала	9		
делом	9	дело	1.0
закончить	9		
устав	9		
пятеро	9		
работавших	9		
декабря	9		
начали	9	начать	1.0
писать	9		
ключевыми	9		
пунктами	9		
устава	9		
отчётность	9		
даты	9		
известны	9		
заранее	9		
прийти	9		
собрание	9		
мехматянин	9		
протоколы	9		
отчёты	9		
встречах	9		
публикуются	9		
официального	9		
получения	9		
мехматских	9		
открытых	9		
впервые	9		
пункты	9		
добавить	9		
пункт	9		
отсутствии	9		
привилегий	9		
членство	9		
влечёт	9		
собой	9	себя	1.0
асперку	9		
практикует	9		
студком	9		
занимают	9		
пост	9		
комнаты	9		
гарантирует	9		
повышенную	9		
стипендию	9		
правила	9		
учебные	9	учебный	1.0
общажные	9		
этажи	9		
связаны	9		
переходом	9		
открывается	9		
три	9		
часа	9		
необоснованно	9		
закрыт	9		
остальное	9	остальной	1.0
лифты	9		
загружены	9		
конкретно	9		
перехода	9		
существуют	9		
целом	9	целое	1.0
согласно	9		
новому	9		
приказу	9		
ночь	9		
асперках	9		
возникнет	9		
целый	9	целый	2.0
ряд	9		
летом	9	лето	3.0
осуществляться	9		
введения	9		
смогут	9		
комнат	9	комната	1.0
заставят	9		
оставлять	9		
студаки	9		
вахте	9		
контроль	9		
разрешат	9		
ночью	9		
согласовываться	9		
турникет	9		
планируется	9		
позиция	9		
отсутствие	9	отсутствие	1.0
контроля	9		
неоставление	9		
студаков	9		
любых	9		
хозяева	9		
хотят	9		
следует	9		
открыть	9		
8	9		
00	9		
22	9		
30	9		
сильная	9		
говорящая	9		
имени	9		
двух	9		
тысяч	9		
аспирантов	9		
выбранная	9		
ими	9		
касающихся	9		
добиться	9		
улучшений	9		
существующее	9		
дел	9		
поддерживаю	9		
создания	9		
праздникам	9	праздник	1.0
которую	9	который	1.0
войти	9		
мехматяне	9		
желающие	9		
дней	9	день	1.0
химика	9		
правильным	9		
пропорциональность	9		
представительства	9		
факультетов	9		
схеме	9		
1-2-3	9		
начислении	9		
стипендий	9	стипендия	1.0
имевшим	9		
сдавшим	9		
вкратце	9		
сапунов	9		
кирилл	9		
студентом	9		
325	9		
кафедры	9		
газовой	9		
волновой	9		
динамики	9		
нашему	9	наш	1.0
замечательному	9		
самому	9		
лучшему	9	хороший	1.0
факультету	9	факультет	1.0
всеми	9		
приемной	9		
комиссии	9		
активно	9	активно	2.0
помогал	9		
направления	9	направление	1.0
которыми	9	который	1.0
технического	9		
практического	9		
оснащения	9		
пример	9		
утепления	9		
аудиториях	9	аудитория	1.0
12	9		
этажа	9	этаж	1.0
окна	9	окно	2.0
закрываются	9		
холодно	9	холодно	1.0
обновление	9		
стендов	9		
кафедр	9		
пропаганда	9		
абитуриентов	9		
набора	9		
изменение	9		
сектора	9		
б	9		
сектор	9		
13	9		
маша	9		
4ом	9		
кафедре	9		
дифференциальных	9		
уравнений	9		
профсоюзной	9		
представитель	9	представитель	2.0
студенческом	9	студенческий	3.0
форуме	9		
карелии	9		
увеличивать	9		
значимость	9		
позиций	9		
студенческую	9	студенческий	1.0
мир	9	мир	1.0
дружба	9		
жвачка	9		
своих	9	свой	1.0
староста	9	староста	1.0
409	9		
занимающегося	9		
проведением	9		
интеллектуальных	9		
игр	9		
сбтп	9		
выступлений	9		
иду	9	идти	1.0
принимать	9	принимать	2.0
максимально	9	максимально	1.0
деятельное	9		
активное	9	активный	2.0
руку	9		
пульсе	9		
баллотировался	9		
выборы	9	выборы	1.0
проводились	9		
спешке	9		
трое	9		
кандидатов	9		
потока	9		
набрали	9		
одинаковое	9		
количество	9		
голосов	9	голос	1.0
совет	9	совет	8.0
пройти	9		
двое	9		
согласился	9		
уступить	9		
выдвигаться	9		
вновь	9		
следующих	9		
нормально	9	нормально	1.0
подготовленных	9		
небольших	9		
внутримехматских	9		
проекта	9		
помощью	9	помощь	2.0
бывал	9		
биолога	9		
удивляется	9		
устраивается	9		
ничего	9		
подобного	9		
наш	9	наш	2.0
праздник	9		
скромнее	9		
размаху	9		
силу	9	сила	1.0
причин	9		
прошлом	9	прошлый	2.0
праздничное	9		
выступление	9		
вернее	9		
неофициально	9		
экспромта	9		
студсовету	9	студсовет	1.0
взять	9		
проконтролировать	9		
проведение	9		
праздника	9		
ибо	9		
наравне	9		
посвятом	9		
днём	9		
неким	9		
связующим	9		
внеучебным	9		
звеном	9		
хранить	9		
традиции	9		
общая	9		
задача	9		
неравнодушных	9		
группа	9		
контакте	9		
вывешиваться	9		
учебной	9		
части	9	часть	1.0
диспетчера	9		
приказы	9		
официальный	9		
плане	9	план	1.0
довольно	9		
нерасторопен	9		
тому	9		
локальные	9		
фиксируются	9		
стоит	9		
история	9		
ошибочной	9		
датой	9		
вместо	9		
16	9		
публиковать	9		
сообщения	9		
интересных	9	интересный	1.0
лекциях	9		
олимпиадах	9	олимпиада	1.0
семинарах	9		
ярмарках	9		
вакансий	9		
прочих	9	прочий	2.0
зачем	9		
тут	9		
собрать	9	собрать	1.0
нескольких	9		
следить	9		
новостями	9		
представители	9		
дадут	9		
широкое	9		
представление	9	представление	1.0
уважением	9		
даниил	9		
занимаюсь	9		
кампаниях	9		
организовывал	9		
сбор	9	сбор	1.0
подписей	9		
фдсам	9		
свободный	9		
затем	9		
выбран	9		
представителем	9		
январь-февраль	9		
обратились	9		
администрации	9		
рядом	9		
плохое	9		
покрытие	9		
футбольных	9		
полей	9		
устаревшая	9		
мебель	9		
устаревший	9		
фдс-6	9		
прочее	9		
встрече	9		
высказал	9		
предложение	9		
участии	9		
планировке	9		
будущих	9		
которое	9	который	1.0
поддержано	9		
выступаю	9		
систему	9	система	1.0
пропорционального	9		
голосования	9		
максимальную	9		
отчеты	9		
собраниях	9		
публикую	9		
заинтересованных	9		
событий	9		
вижу	9	видеть	1.0
легитимный	9		
открытый	9	открытый	1.0
орган	9		
мнение	9	мнение	1.0
другими	9	другой	1.0
организациями	9		
бытовые	9		
справедливо	9		
распределять	9		
добавочные	9		
стипендии	9	стипендия	1.0
продвижению	9		
науки	9		
давно	9	давно	1.0
ответственен	9		
коммуникабелен	9		
проводилось	9		
принимал	9	принимать	2.0
эстафета	9		
олимпиад	9	олимпиада	2.0
школьников	9	школьник	1.0
татьянин	9		
хотели	9		
принять	9	принять	4.0
иногда	9		
узнают	9		
вовремя	9		
предсдатель	9		
старого	9		
депутат	9		
муниципального	9		
района	9		
раменки	9		
входит	9		
полученный	9		
продолжать	9		
активную	9		
деятельность	9	деятельность	3.0
представлять	9	представлять	2.0
студ	9		
совете	9	совет	4.0
состою	9	состоять	1.0
старом	9		
качестве	9		
заместителя	9		
председателя	9		
спорта	9		
немалый	9		
процедурой	9		
подачи	9		
заявлений	9		
проведения	9	проведение	1.0
дальнейшем	9		
спортивных	9	спортивный	4.0
ребятам	9	ребята	1.0
младших	9	младший	1.0
повышенных	9		
частности	9	частность	1.0
2012	9		
проведении	9	проведение	2.0
бытовых	9	бытовой	1.0
кубок	9		
против	9		
работе	9		
например	9	например	1.0
образованию	9		
самом	9		
идеи	9	идея	4.0
рабочих	9		
помощь	9	помощь	1.0
дня	9	день	1.0
гандболу	9		
студсоветом	9		
надбавок	9		
информирование	9		
других	9	другой	3.0
отряда	9		
11	9		
организовывать	9	организовывать	1.0
тратить	9		
получается	9		
оповещению	9		
планов	9	план	1.0
желание	9	желание	2.0
времени	9	время	3.0
студенческий	9	студенческий	6.0
стал	9	стать	2.0
начиная	9	начинать	1.0
вступления	9		
деле	9	дело	2.0
стенах	9		
сразу	9		
туалетах	9		
создать	9	создать	3.0
заседаниях	9		
числе	9		
оповещение	9		
механики	9	механика	1.0
объективной	9		
распределения	9	распределение	1.0
системы	9		
распределении	9		
логотипа	9		
сайта	9		
заслужил	9		
случаях	9		
тех	9		
помогала	9	помогать	1.0
новые	9	новый	1.0
посвята	9	посвятой	1.0
свою	9	свой	2.0
театры	9	театр	1.0
оповещением	9		
весной	9		
решил	9	решить	2.0
улучшить	9	улучшить	1.0
разработка	9		
везде	9		
интересов	9		
занимаю	9		
чемпионат	9	чемпионат	1.0
волейболу	9		
список	9	список	1.0
студсоюза	9		
пишу	9		
координировал	9		
написал	9		
принятие	9		
удалось	9	удаться	1.0
способно	9		
продолжить	9	продолжить	5.0
открытие	9		
матис	9		
бытовым	9	бытовой	1.0
пр	9		
распределение	9		
группу	9		
вы	9	вы	3.0
подготовке	9	подготовка	1.0
активном	9		
неоднократно	9	неоднократно	1.0
организованных	9		
профкомом	9	профком	1.0
посвяты	9		
10	9		
организатора	9		
групповода	9		
состязаний	9		
концертов	9		
общефакультетских	9		
поездки	9		
надбавки	9		
отд	9		
интересна	9		
общественная	9		
здорово	9		
силы	9	сила	1.0
видеть	9		
хорошее	9		
приносящее	9		
радость	9		
окружающим	9		
старалась	9		
рисовала	9		
стенгазеты	9		
активной	9		
попробовать	9		
поучаствовать	9	поучаствовать	1.0
интересной	9	интересный	1.0
пока	9		
четко	9		
сформулированных	9		
наблюдается	9		
втягиваться	9		
сил	9		
остающихся	9		
получше	9		
познакомиться	9	познакомиться	1.0
структурой	9		
привнести	9	привнести	1.0
новое	9	новый	2.0
инициативным	9		
разбирающийся	9		
управлении	9		
собственно	9		
новым	9	новый	1.0
старостой	9	староста	1.0
приложить	9		
амбиции	9		
пользу	9	польза	1.0
привет	9	привет	18.0
дяченко	9		
мария	9		
раньше	9	ранний	1.0
школьных	9	школьный	1.0
благотворительных	9		
акций	9		
детских	9		
домах	9		
уроков	9		
классах	9		
основная	9		
цель	9	цель	1.0
поспособствовать	9		
местом	9		
преподавателей	9	преподаватель	1.0
ставятся	9		
выше	9	выше	1.0
выгода	9		
имеющих	9		
никакого	9		
отношения	9		
странным	9		
пытаются	9		
знающие	9		
происходит	9		
иметь	9		
реальную	9		
власть	9		
творится	9		
вещи	9		
бросаются	9		
глаза	9	глаз	1.0
существовании	9		
большинства	9		
спецкурсов	9		
сколько	9	сколько	1.0
отсутствия	9		
туалетной	9	туалетный	1.0
бумаги	9	бумага	1.0
неоправданно	9		
высоких	9		
цен	9		
столовой	9		
2-го	9		
гума	9		
совершенно	9		
непонятна	9		
ситуация	9		
общежитиями	9		
нельзя	9	нельзя	1.0
вход	9		
понятное	9		
дело	9	дело	2.0
исправить	9		
представляется	9		
возможным	9		
потратит	9		
минутку	9		
благо	9	благо	1.0
сможем	9	смочь	2.0
место	9		
которому	9		
равных	9		
ванунц	9		
арсений	9		
ашотович	9		
112	9		
смогу	9	смочь	1.0
осуществляя	9		
прямую	9		
передачу	9		
инициатив	9		
заседания	9		
затронуты	9		
высказывая	9		
общее	9	общий	1.0
голосовании	9		
подавать	9		
увлекательней	9		
распространял	9		
информационные	9		
буклеты	9		
содействия	9		
культурно-массовых	9	культурно-массовый	1.0
предстоящих	9		
кафедрами	9		
отделения	9		
таблицы	9		
баллами	9		
совершенствовании	9		
кураторства	9		
течение	9		
предыдущего	9		
срока	9		
создании	9	создание	1.0
разрабатываю	9		
дизайн	9		
занимал	9		
главного	9		
ботана	9		
искал	9		
неудовлетворён	9		
неадекватно	9		
хорошим	9		
моему	9		
мнению	9	мнение	1.0
отношению	9		
завышенным	9		
оценкам	9		
примеру	9		
сих	9		
пор	9		
убедить	9		
полученную	9		
выпуске	9		
серебряную	9		
медаль	9		
старался	9		
действовать	9		
меру	9		
целью	9	цель	1.0
избежать	9		
неумышленного	9		
негативного	9		
эффекта	9		
прибегал	9		
непосредственному	9		
контакту	9		
руководством	9	руководство	2.0
инспектором	9		
касались	9		
лично	9		
требовали	9		
вмешательства	9		
полномочного	9		
представителя	9		
поставившего	9		
подпись	9		
общим	9		
решением	9		
составлялось	9		
учётом	9		
незамеченных	9		
факторов	9		
касательно	9		
сказать	9		
немногое	9		
представляю	9		
состоянии	9		
основное	9		
однозначно	9		
предложено	9		
ассистентская	9		
проще	9		
говоря	9	говорить	4.0
универсальной	9		
поддержки	9	поддержка	1.0
таким	9	такой	2.0
образом	9		
обрёл	9		
нынешний	9		
основную	9		
выполнил	9		
павел	9		
тишин	9		
моём	9		
ассистентстве	9		
служить	9		
промежуточным	9		
понимания	9		
преподавателями	9		
прямой	9		
контакт	9		
затруднён	9		
профорг	9		
проводила	9		
помогаю	9	помогать	1.0
направлений	9		
интересные	9		
данной	9	дать	1.0
области	9		
абитуриентам	9		
первокурсникам	9		
ребят	9		
начальных	9		
стадиях	9		
обучения	9	обучение	3.0
ответить	9	ответить	1.0
были	9	быть	1.0
е	9		
старшекурсники	9		
состояла	9	состоять	1.0
один	9	один	1.0
срок	9		
выполняла	9		
прямые	9		
распределяла	9		
спорт	9	спорт	1.0
заведую	9		
комнатой	9		
веду	9		
колонку	9		
стенде	9		
информация	9		
дальше	9	далёкий	1.0
форму	9		
футбольной	9		
команды	9		
ответственный	9		
общительный	9		
общественно	9		
полезных	9		
делах	9		
ииспорта	9		
решение	9	решение	1.0
член	9		
сборной	9	сборная	1.0
бытовухой	9		
толчанкой	9		
разрешением	9		
чайников	9		
админов	9		
половине	9		
wifi	9		
точек	9		
подключиться	9		
одного	9		
устройства	9		
умножением	9		
ноль	9		
бродячих	9		
агрессивных	9		
собак	9		
памятника	9		
ломоносову	9		
п	9		
баллотируюсь	9		
члены	9		
сс	9		
получить	9	получить	1.0
тетеньками	9		
понять	9		
устроенны	9		
функционируют	9		
государственные	9		
бюрократические	9		
машины	9		
рода	9	род	1.0
движухах	9		
полезно	9		
здоровья	9	здоровье	1.0
голосуйте	9	голосовать	4.0
владимир	9		
смелов	9		
светлое	9		
достойная	9		
старость	9		
туалетная	9		
бумага	9		
сортирах	9		
насущными	9	насущный	1.0
великого	9		
горячо	9		
московского	9		
универа	9	универ	1.0
избирался	9		
пролетел	9		
фанера	9		
парижем	9		
днище	9		
стало	9		
пробиться	9		
стройные	9		
ряды	9	ряд	1.0
инициативный	9		
способный	9		
искать	9		
поступаясь	9		
своими	9		
конкретные	9		
реально	9		
главные	9		
собираюсь	9	собираться	2.0
даёшь	9		
туалетную	9		
бумагу	9		
мыло	9		
туалеты	9	туалет	1.0
долой	9		
холод	9		
открытой	9	открытый	1.0
понятной	9		
насколько	9		
свобода	9		
равенство	9		
братство	9		
дальнейшее	9		
института	9		
кураторов	9		
молодым	9		
дорога	9		
старшекурсникам	9		
почет	9		
главное	9		
направление	9	направление	1.0
защита	9		
реализация	9		
идей	9	идея	3.0
студента	9		
марта	9		
должность	9		
координатора	9		
спорту	9	спорт	1.0
стритболу	9		
осень	9		
туристический	9		
выезд	9		
посвят	9		
координировать	9		
действия	9		
этих	9		
направлениях	9		
расширить	9		
тщательной	9		
подготовкой	9		
80летию	9		
студсоветов	9		
продолжаю	9		
ужесточения	9		
участию	9		
иг	9		
гласность	9		
разбираюсь	9		
устройстве	9		
прошедший	9		
коснулся	9		
трёх	9		
крупных	9	крупный	1.0
протест	9		
онф	9		
оск	9		
прошлого	9		
секретарём	9		
развернутые	9		
фактически	9		
разработке	9		
финальной	9		
версии	9		
инициировал	9		
заявления	9		
назначения	9		
директором	9		
сунц	9		
справочник	9		
студорганизациям	9		
рассказывающий	9		
функционировании	9		
вкладе	9		
самоуправление	9		
распространён	9		
1-3	9		
количестве	9		
600	9		
экз	9		
выделения	9		
плюшек	9		
активистам	9		
финансовую	9		
сентября	9		
вторым	9		
которого	9	который	1.0
инициативе	9		
мехмат	9	мехмат	5.0
единственный	9		
делающий	9		
опубликованной	9		
планируемой	9		
отмене	9		
ректорских	9		
отдельным	9		
членам	9		
предотвратить	9		
поспешное	9		
перераспределении	9		
сохранение	9	сохранение	1.0
свете	9		
перераспределение	9		
денежных	9		
сумм	9		
стимулировать	9		
учёбе	9		
лишить	9		
кого-то	9		
средств	9		
вполне	9		
событиях	9	событие	1.0
пробивать	9		
упорно	9		
отстаивается	9		
водолазским	9		
опробовать	9		
слияние	9		
студкома	9		
устранения	9		
путаницы	9		
избежание	9		
уменьшения	9		
интереса	9		
выборам	9		
бонусов	9		
поездок	9		
прозрачной	9	прозрачный	1.0
зайти	9		
увидеть	9		
включить	9	включить	1.0
оповещения	9	оповещение	1.0
новости	9		
профком	9		
многом	9	многое	1.0
помогает	9		
материально	9		
диалог	9		
проживающими	9		
комфортным	9		
факт	9		
сотрудники	9		
качественно	9		
выполняют	9		
коменды	9		
недовольны	9		
лишний	9		
вступать	9		
спор	9		
достаточно	9		
долгое	9		
прошлый	9		
возглавлял	9		
рабочую	9		
подготовить	9		
немалое	9		
афиш	9	афиша	1.0
объявлений	9		
принты	9		
футболки	9		
будущем	9	будущее	1.0
направлении	9	направление	1.0
результаты	9		
профучёбу	9		
совместно	9		
реализую	9		
проект	9	проект	1.0
предприятия	9		
котором	9	который	1.0
ближайшее	9		
услышите	9		
жизненную	9		
позицию	9		
второй	9	второй	2.0
подряд	9		
куратором	9		
первого	9	первый	2.0
приёмной	9		
провести	9	провести	2.0
избрания	9		
дважды	9		
представлял	9		
внес	9		
значительный	9		
вклад	9		
реконструкцию	9		
координатором	9	координатор	1.0
раб	9		
мелких	9		
незакрывающиеся	9		
нехватка	9		
мебели	9		
учебных	9		
помещениях	9		
полный	9		
ремонт	9		
тренажерного	9		
зала	9		
холодные	9		
аудитории	9	аудитория	2.0
теплой	9		
воды	9		
заканчиваю	9		
учебу	9	учёба	1.0
больших	9	больший	1.0
установка	9		
микроволновок	9		
кухни	9		
факультетских	9		
позиции	9		
спорным	9		
ректорские	9		
перераспределить	9		
получают	9		
тройки	9		
имеет	9		
отличников	9		
нуждающихся	9		
стипендия	9		
3000	9		
отличным	9		
стимулом	9		
льготы	9		
премии	9		
студсоветовцев	9		
виде	9		
разумеется	9		
троек	9		
пересдач	9		
действительно	9	действительно	1.0
внесения	9		
каждом	9		
собрании	9		
полное	9		
всей	9		
закончил	9	закончить	1.0
специалитет	9		
каф	9		
магистратуру	9		
куратор	9		
образование	9		
продолжение	9		
своевременное	9		
2013	9		
вопросов	9	вопрос	2.0
теперь	9	теперь	2.0
вместе	9	вместе	4.0
встречи	9		
макулатуры	9		
имеется	9		
очереди	9		
вещей	9		
идея	9	идея	2.0
людьми	9	человек	3.0
надеюсь	9	надеяться	6.0
информацию	9	информация	1.0
учебного	9	учебный	2.0
прав	9		
участвую	9		
осенью	9		
мой	9		
сборе	9		
бумаге	9		
реальность	9		
касаются	9		
поликлинике	9		
улучшения	9	улучшение	1.0
понятно	9		
удастся	9	удаться	1.0
ответственная	9		
организовать	9	организовать	1.0
доносить	9		
менять	9		
месяца	9		
занимается	9		
веселый	9		
школы	9		
бытового	9		
плана	9		
вопросами	9	вопрос	4.0
защиты	9		
созданием	9		
образовательных	9		
помощи	9	помощь	4.0
информационных	9		
кафедру	9		
поступлении	9		
честно	9	честно	2.0
лепту	9	лепта	1.0
первых	9		
стараться	9	стараться	1.0
завершить	9		
проекты	9	проект	1.0
ломоносов	9		
следующие	9		
подаю	9		
заявку	9		
поколений	9		
второкурсников	9		
иностранных	9	иностранный	1.0
языков	9	язык	1.0
передать	9		
механиков	9		
события	9		
гораздо	9		
председателем	9		
закупка	9		
лучшая	9		
денисов	9		
илья	9		
107	9	107	1.0
серьезное	9		
выражалось	9		
дискуссиях	9		
общественные	9		
явно	9		
воплощать	9		
любом	9	любой	1.0
большом	9		
обществе	9		
мыла	9		
вмк	9	вмк	3.0
кстати	9		
бегут	9		
получаются	9		
лекции	9	лекция	1.0
ангему	9		
коллоквиума	9		
очередей	9		
легко	9	легко	1.0
подойти	9		
делу	9		
умом	9		
поясню	9		
кучу	9		
медосмотр	9		
202	9		
оказывается	9		
http	9		
www	9		
question	9		
msu	9		
ru	9		
4361	9		
уведомили	9		
соображения	9		
поводу	9		
проблему	9	проблема	1.0
банк	9		
лекций	9		
печатном	9		
варианте	9		
конца	9	конец	1.0
продумана	9		
озвучу	9		
позже	9		
можем	9		
многого	9		
активная	9		
общительная	9		
умеющая	9		
общаться	9	общаться	1.0
замечательными	9		
связанную	9		
тюрина	9		
татьяна	9		
однокурсникам	9		
возникшими	9		
важную	9		
соревнований	9		
новоиспеченный	9		
проучившись	9	проучиться	1.0
живёт	9		
движется	9		
частью	9	часть	3.0
воплотить	9	воплотить	2.0
всевозможных	9		
разносторонней	9		
каких-то	9	какой-то	1.0
особых	9		
попасть	9		
влиять	9		
вами	9	вы	1.0
участвуя	9		
взаимодействует	9		
следит	9		
учебой	9		
организует	9		
культурно-массовые	9		
мероприятие	9		
кучей	9		
прошло	9		
замечаю	9		
возможностях	9		
правах	9		
обязанностях	9		
льготах	9		
займется	9		
разносторонне	9		
развитый	9		
всё-такое-прочее	9		
говорит	9		
целого	9		
сильной	9		
выразить	9		
коротко	9	коротко	1.0
выдвигаюсь	9	выдвигаться	1.0
кандидаты	9		
работой	9		
поселилась	9		
голове	9		
показало	9		
интересное	9	интересный	1.0
занятие	9	занятие	1.0
оспорит	9		
важна	9		
будь	9		
разглашение	9		
важной	9		
характера	9		
общажников	9		
мои	9		
отрасли	9		
крути	9		
бесспорно	9		
важны	9		
давайте	9	давать	2.0
сделаем	9	сделать	1.0
веселой	9		
полезной	9	полезный	1.0
эм	9		
лень	9		
поверьте	9		
слово	9		
клевый	9		
поступив	9		
узнав	9		
запала	9		
голову	9		
органа	9		
пропустил	9		
этап	9		
хорошенько	9		
ознакомиться	9		
старших	9		
товарищей	9		
сообщить	9		
коммуникабельным	9		
доброжелательным	9		
сторонник	9		
здорового	9		
образа	9		
разряд	9		
биатлону	9		
стрельбе	9		
познакомилась	9		
удивительными	9		
веселые	9		
дружелюбные	9		
умные	9		
разнообразных	9		
решении	9		
живу	9		
выбрана	9		
функционирует	9		
включиться	9		
рассылку	9		
старостам	9		
оповещений	9		
важных	9		
вроде	9		
сбора	9		
заявок	9	заявка	4.0
повышенные	9	повышенный	1.0
осени	9		
куратору	9		
104	9		
ко	9	к	2.0
обращаются	9		
котляровым	9		
никитой	9		
возила	9		
103	9		
ответственной	9		
необходимую	9		
появлялось	9		
дурацких	9		
выпускник	9		
мат	9		
179	9		
отличаюсь	9		
особенными	9		
достижениями	9		
научной	9		
интересуюсь	9		
общего	9	общий	1.0
списка	9		
семинар	9		
иностранные	9		
языки	9		
семинара	9		
распространять	9	распространять	1.0
описано	9		
одной	9		
составлению	9		
листов	9		
выбирающих	9		
самоопределении	9		
испугался	9		
подумал	9	подумать	1.0
хватит	9		
пробовать	9	пробовать	1.0
повторение	9		
ситуации	9	ситуация	1.0
своём	9		
классе	9		
организатором	9	организатор	1.0
полезного	9		
приятного	9		
оповещал	9		
одноклассников	9		
сборы	9		
совместного	9		
посещения	9		
устраивал	9		
регулярные	9		
мафию	9		
турнир	9	турнир	1.0
шахматам	9		
собирал	9		
систематизировал	9		
материалы	9		
фотографии	9		
видео	9	видео	1.0
делал	9		
считали	9		
пришлось	9		
углубиться	9		
учёбу	9		
порывы	9		
никуда	9		
делись	9		
пришло	9		
полной	9		
мере	9	мера	1.0
лучшее	9		
самореализации	9		
слежу	9		
слова	9		
заставляют	9		
выбирать	9		
избирающемуся	9		
вряд	9		
немедленно	9		
наиболее	9	наиболее	1.0
подходящее	9		
порах	9		
входить	9		
курс	9	курс	1.0
дела	9	дело	1.0
полезным	9	полезный	1.0
общем	9		
заинтересует	9		
бороться	9		
пытаться	9	пытаться	1.0
заявка	9		
подана	9		
письменно	9		
незаконченные	9		
сформировать	9		
структуру	9	структура	1.0
студкоме	9		
старосты	9		
интересующий	9		
ручной	9		
мяч	9		
футбол	9		
вести	9		
защите	9		
открыт	9	открыть	2.0
диалогу	9		
изменить	9	изменить	1.0
форума	9		
карьеры	9		
придумывать	9		
вхожу	9	входить	1.0
помощником	9		
куратора	9		
дальнейшим	9		
позитивный	9		
умный	9		
записал	9		
диктовку	9		
первокурсника	9		
живет	9		
моем	9		
любят	9		
выполняю	9		
ответственно	9	ответственно	1.0
зам	9		
ответственного	9		
секретаря	9		
пк	9		
налаживанием	9		
отношений	9		
традиционных	9	традиционный	1.0
личностного	9		
роста	9		
оставить	9		
след	9		
будующих	9		
осталось	9	остаться	2.0
лозунг	9		
справедливый	9		
изменим	9		
непрерывно	9		
весны	9		
проектах	9	проект	3.0
вносил	9		
поправки	9		
дм	9		
дп	9		
конференцию	9		
молодых	9		
учёных	9		
старшекурсников	9		
выбора	9		
курировал	9		
2012-2013	9		
зимнюю	9		
летнюю	9		
регулярно	9		
оповещении	9		
одним	9	один	1.0
организаторов	9		
проектами	9	проект	1.0
плавной	9		
смене	9		
обновлённым	9		
составом	9		
вывести	9	вывести	1.0
высокий	9		
качественный	9		
количественный	9		
уровень	9	уровень	2.0
состоял	9		
провел	9		
баскетбольный	9		
4-х	9		
спортивную	9		
конференции	9		
ломоносов-2013	9		
второкурсниками	9		
встречу	9		
рассказано	9		
окрестностях	9		
изучение	9		
доп	9		
экологии	9		
посетила	9		
грустная	9		
мысль	9		
огромных	9		
запасов	9		
энергии	9	энергия	1.0
потратила	9		
прочим	9		
улучшением	9	улучшение	1.0
качества	9		
активна	9		
оптимистична	9		
полна	9		
энтузиазма	9		
бесконечно	9		
верю	9		
бесплатный	9		
wi-fi	9		
терпеливая	9		
достаточное	9		
свободного	9		
потратить	9		
пользой	9	польза	1.0
знаниматься	9		
холодных	9		
спасибо	9	спасибо	2.0
институт	9		
фотоконкурс	9		
младшекурсникам	9		
уверенно	9		
управлять	9		
мое	9		
понимание	9		
важности	9		
символа	9		
настоящей	9		
честных	9		
выборов	9		
усилить	9		
нормальную	9		
pr-кампанию	9		
7	9		
защищать	9	защищать	1.0
5курсника	9		
мехматятнина	9		
пиаром	9		
pr-акции	9		
организованы	9		
знали	9	знать	1.0
полезные	9		
